code,name,listing_date,shares,listing_board
SCNP,Selaras Citra Nusantara Perkas,2020-09-07T00:00:00,2500000000,Pengembangan
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08T00:00:00,3600000,PENGEMBANGAN
SDMU,Sidomulyo Selaras Tbk.,2011-07-12T00:00:00,1135225000,Pengembangan
SDPC,Millennium Pharmacon Internati,1990-05-07T00:00:00,1274000000,Utama
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15T00:00:00,8482552020,Utama
SEMA,Semacom Integrated Tbk.,2022-01-10T00:00:00,1347000000,Pengembangan
SFAN,Surya Fajar Capital Tbk.,2019-06-19T00:00:00,1359934021,Pengembangan
SGER,Sumber Global Energy Tbk.,2020-08-10T00:00:00,1959426859,Pengembangan
SGRO,Sampoerna Agro Tbk.,2007-06-18T00:00:00,1818622000,Utama
SHID,Hotel Sahid Jaya International,1990-05-08T00:00:00,1119326168,Pengembangan
SHIP,Sillo Maritime Perdana Tbk.,2016-06-16T00:00:00,2719790000,Pengembangan
SIDO,Industri Jamu dan Farmasi Sido,2013-12-18T00:00:00,30000000000,Utama
SILO,Siloam International Hospitals,2013-09-12T00:00:00,1625765625,Utama
SIMA,Siwani Makmur Tbk,1994-06-03T00:00:00,442589871,Pengembangan
SIMP,Salim Ivomas Pratama Tbk.,2011-06-09T00:00:00,15816310000,Utama
SINI,Singaraja Putra Tbk.,2019-11-08T00:00:00,470325650,Pengembangan
SIPD,Sreeya Sewu Indonesia Tbk.,1996-12-27T00:00:00,1339102579,Pengembangan
SKBM,Sekar Bumi Tbk.,2012-09-28T00:00:00,1730103217,Pengembangan
SKLT,Sekar Laut Tbk.,1993-09-08T00:00:00,690740500,Pengembangan
SKRN,Superkrane Mitra Utama Tbk.,2018-10-11T00:00:00,1500000000,PENGEMBANGAN
SKYB,Northcliff Citranusa Indonesia,2010-07-07T00:00:00,585000000,PENGEMBANGAN
SLIS,Gaya Abadi Sempurna Tbk.,2019-10-07T00:00:00,2000000000,Pengembangan
SMAR,Smart Tbk.,1992-11-20T00:00:00,2872193366,Pengembangan
SMBR,Semen Baturaja (Persero) Tbk.,2013-06-28T00:00:00,9932534336,Utama
SMCB,Solusi Bangun Indonesia Tbk.,1977-08-10T00:00:00,9019381973,Utama
SMDM,Suryamas Dutamakmur Tbk.,1995-10-12T00:00:00,4772138237,Pengembangan
SMDR,Samudera Indonesia  Tbk.,1999-07-05T00:00:00,3275120000,Utama
SMGR,Semen Indonesia (Persero) Tbk.,1991-07-08T00:00:00,5931520000,Utama
SMKL,Satyamitra Kemas Lestari Tbk.,2019-07-11T00:00:00,3405598451,Utama
SMKM,Sumber Mas Konstruksi Tbk.,2022-03-09T00:00:00,1253000000,Akselerasi
SMMA,Sinarmas Multiartha Tbk.,1995-07-05T00:00:00,6367664717,Utama
SMMT,Golden Eagle Energy Tbk.,1997-12-01T00:00:00,3150000000,Pengembangan
SMRA,Summarecon Agung Tbk.,1990-05-07T00:00:00,16508568358,Utama
SMRU,SMR Utama Tbk.,2011-10-10T00:00:00,12499385782,Pengembangan
SMSM,Selamat Sempurna Tbk.,1996-09-09T00:00:00,5758675440,Utama
SNLK,Sunter Lakeside Hotel Tbk.,2021-03-29T00:00:00,450000000,Pengembangan
SOCI,Soechi Lines Tbk.,2014-12-03T00:00:00,7059000000,Utama
SOFA,Boston Furniture Industries Tb,2020-07-07T00:00:00,1653574499,Akselerasi
SOHO,Soho Global Health Tbk.,2020-09-08T00:00:00,1269168239,Utama
SONA,Sona Topas Tourism Industry Tb,1992-07-21T00:00:00,331200000,Utama
SOSS,Shield On Service Tbk.,2018-11-06T00:00:00,659990905,Pengembangan
SOTS,Satria Mega Kencana Tbk.,2018-12-10T00:00:00,1000000075,Pengembangan
SPMA,Suparma Tbk.,1994-11-16T00:00:00,2791233198,UTAMA
SPTO,Surya Pertiwi Tbk.,2018-05-14T00:00:00,2700000000,Pengembangan
SQMI,Wilton Makmur Indonesia Tbk.,2004-07-15T00:00:00,15537591429,Pengembangan
SRAJ,Sejahteraraya Anugrahjaya Tbk.,2011-04-11T00:00:00,12000705445,Utama
SRIL,Sri Rejeki Isman Tbk.,2013-06-17T00:00:00,20452176844,Utama
SRSN,Indo Acidatama Tbk,1993-01-11T00:00:00,6020000000,Utama
SRTG,Saratoga Investama Sedaya Tbk.,2013-06-26T00:00:00,13564835000,Utama
SSIA,Surya Semesta Internusa Tbk.,1997-03-27T00:00:00,4705249440,Utama
SSMS,Sawit Sumbermas Sarana Tbk.,2013-12-12T00:00:00,9525000000,Utama
SSTM,Sunson Textile Manufacture Tbk,1997-08-20T00:00:00,1170909181,PENGEMBANGAN
STAA,Sumber Tani Agung Resources Tb,2022-03-10T00:00:00,10903372600,Utama
STAR,Buana Artha Anugerah Tbk.,2011-07-13T00:00:00,4800000602,UTAMA
STTP,Siantar Top Tbk.,1996-12-16T00:00:00,1310000000,Pengembangan
SUGI,Sugih Energy Tbk.,2002-06-19T00:00:00,24811541414,PENGEMBANGAN
SULI,SLJ Global Tbk.,1994-03-21T00:00:00,3986916802,Utama
SUPR,Solusi Tunas Pratama Tbk.,2011-10-11T00:00:00,1137579698,Pengembangan
SURE,Super Energy Tbk.,2018-10-05T00:00:00,1497576771,PENGEMBANGAN
SWAT,Sriwahana Adityakarta Tbk.,2018-06-08T00:00:00,3019200000,Pengembangan
TALF,Tunas Alfin Tbk.,2014-01-17T00:00:00,1353435000,PENGEMBANGAN
TAMA,Lancartama Sejati Tbk.,2020-02-10T00:00:00,1000000005,Pengembangan
TAMU,Pelayaran Tamarin Samudra Tbk.,2017-05-10T00:00:00,37500000000,Pengembangan
TAPG,Triputra Agro Persada Tbk.,2021-04-12T00:00:00,19852540000,Utama
TARA,Agung Semesta Sejahtera Tbk.,2014-07-11T00:00:00,10069645750,Utama
TAXI,Express Transindo Utama Tbk.,2012-11-02T00:00:00,10223647156,Utama
TAYS,Jaya Swarasa Agung Tbk.,2021-12-06T00:00:00,1098920000,Pengembangan
TBIG,Tower Bersama Infrastructure T,2010-10-26T00:00:00,22656999445,Utama
TBLA,Tunas Baru Lampung Tbk.,2000-02-14T00:00:00,5342098939,Utama
TBMS,Tembaga Mulia Semanan Tbk.,1990-05-23T00:00:00,367340000,PENGEMBANGAN
TCID,Mandom Indonesia Tbk.,1993-09-30T00:00:00,201066667,Utama
TCPI,Transcoal Pacific Tbk.,2018-07-06T00:00:00,5000000000,Pengembangan
TDPM,Tridomain Performance Material,2018-04-09T00:00:00,10485050500,Utama
TEBE,Dana Brata Luhur Tbk.,2019-11-18T00:00:00,1285000000,PENGEMBANGAN
TECH,Indosterling Technomedia Tbk.,2020-06-04T00:00:00,1256300000,Pengembangan
TELE,Tiphone Mobile Indonesia Tbk.,2012-01-12T00:00:00,7302194889,Utama
TFAS,Telefast Indonesia Tbk.,2019-09-17T00:00:00,1666666500,Pengembangan
TFCO,Tifico Fiber Indonesia Tbk.,1980-02-26T00:00:00,4823076400,Pengembangan
TGKA,Tigaraksa Satria Tbk.,1990-06-11T00:00:00,918492750,Pengembangan
TGRA,Terregra Asia Energy Tbk.,2017-05-16T00:00:00,2750000000,UTAMA
TIFA,KDB Tifa Finance Tbk.,2011-07-08T00:00:00,3552213000,Pengembangan
TINS,Timah Tbk.,1995-10-19T00:00:00,7447753454,Utama
TIRA,Tira Austenite Tbk,1993-07-27T00:00:00,588000000,Pengembangan
TIRT,Tirta Mahakam Resources Tbk,1999-12-13T00:00:00,1011774750,Utama
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,1990-04-03T00:00:00,3113223570,Utama
TLKM,Telkom Indonesia (Persero) Tbk,1995-11-14T00:00:00,99062216600,Utama
TMAS,Temas Tbk.,2003-07-09T00:00:00,5705150000,Utama
TMPO,Tempo Intimedia Tbk.,2001-01-08T00:00:00,1058333250,Pengembangan
TNCA,Trimuda Nuansa Citra Tbk.,2018-06-28T00:00:00,421640000,Pengembangan
TOBA,TBS Energi Utama Tbk.,2012-07-06T00:00:00,8049964000,Utama
TOPS,Totalindo Eka Persada Tbk.,2017-06-16T00:00:00,33330000000,Utama
TOTL,Total Bangun Persada Tbk.,2006-07-25T00:00:00,3410000000,Utama
TOTO,Surya Toto Indonesia Tbk.,1990-10-30T00:00:00,10320000000,Pengembangan
TOWR,Sarana Menara Nusantara Tbk.,2010-03-08T00:00:00,51014625000,Utama
TOYS,Sunindo Adipersada Tbk.,2020-08-06T00:00:00,1435000287,Pengembangan
TPIA,Chandra Asri Petrochemical Tbk,2008-05-26T00:00:00,21627886273,Pengembangan
TPMA,Trans Power Marine Tbk.,2013-02-20T00:00:00,2633300000,Pengembangan
TRAM,Trada Alam Minera Tbk.,2008-09-10T00:00:00,49643627934,Utama
TRIL,Triwira Insanlestari Tbk.,2008-01-28T00:00:00,1200000000,Pengembangan
TRIM,Trimegah Sekuritas Indonesia T,2000-01-31T00:00:00,7109300000,Utama
TRIN,Perintis Triniti Properti Tbk.,2020-01-15T00:00:00,4398753905,Pengembangan
TRIO,Trikomsel Oke Tbk.,2009-04-14T00:00:00,26007494645,UTAMA
TRIS,Trisula International Tbk.,2012-06-28T00:00:00,3141443806,PENGEMBANGAN
TRJA,Transkon Jaya Tbk.,2020-08-27T00:00:00,1510200000,Pengembangan
TRST,Trias Sentosa Tbk.,1990-07-02T00:00:00,2808000000,Utama
TRUE,Triniti Dinamik Tbk.,2021-06-10T00:00:00,7570888258,Pengembangan
TRUK,Guna Timur Raya Tbk.,2018-05-23T00:00:00,435000000,PENGEMBANGAN
TRUS,Trust Finance Indonesia Tbk,2002-11-28T00:00:00,800000000,PENGEMBANGAN
TSPC,Tempo Scan Pacific Tbk.,1994-06-17T00:00:00,4509864300,Utama
TUGU,Asuransi Tugu Pratama Indonesi,2018-05-28T00:00:00,1777777800,Pengembangan
TURI,Tunas Ridean Tbk.,1995-05-16T00:00:00,5580000000,Utama
UANG,Pakuan Tbk.,2020-07-06T00:00:00,1210000000,Pengembangan
UCID,Uni-Charm Indonesia Tbk.,2019-12-20T00:00:00,4156572300,Utama
UFOE,Damai Sejahtera Abadi Tbk.,2021-02-01T00:00:00,2287500000,Utama
ULTJ,Ultra Jaya Milk Industry & Tra,1990-07-02T00:00:00,11553528000,Utama
UNIC,Unggul Indah Cahaya Tbk.,1989-11-06T00:00:00,383331363,Utama
UNIQ,Ulima Nitra Tbk.,2021-03-08T00:00:00,3138983000,Utama
UNIT,Nusantara Inti Corpora Tbk,2002-04-18T00:00:00,75422200,PENGEMBANGAN
UNSP,Bakrie Sumatera Plantations Tb,1990-03-06T00:00:00,2500162344,Utama
UNTR,United Tractors Tbk.,1989-09-19T00:00:00,3730135136,UTAMA
UNVR,Unilever Indonesia Tbk.,1982-01-11T00:00:00,38150000000,Utama
URBN,Urban Jakarta Propertindo Tbk.,2018-12-10T00:00:00,3232122640,Pengembangan
UVCR,Trimegah Karya Pratama Tbk.,2021-07-27T00:00:00,2000074530,Akselerasi
VICI,Victoria Care Indonesia Tbk.,2020-12-17T00:00:00,6708000000,Utama
VICO,Victoria Investama Tbk.,2013-07-08T00:00:00,9150094680,Utama
VINS,Victoria Insurance Tbk.,2015-09-28T00:00:00,1460573616,PENGEMBANGAN
VIVA,Visi Media Asia Tbk.,2011-11-21T00:00:00,16464270400,UTAMA
VOKS,Voksel Electric Tbk.,1990-12-20T00:00:00,4155602595,Utama
VRNA,Verena Multi Finance Tbk.,2008-06-25T00:00:00,5687353997,Pengembangan
WAPO,Wahana Pronatural Tbk.,2001-06-22T00:00:00,1240923111,Pengembangan
WEGE,Wijaya Karya Bangunan Gedung T,2017-11-30T00:00:00,9572000000,Utama
WEHA,WEHA Transportasi Indonesia Tb,2007-05-31T00:00:00,886411265,Utama
WGSH,Wira Global Solusi Tbk.,2021-12-06T00:00:00,1042500000,Akselerasi
WICO,Wicaksana Overseas Internation,1994-08-08T00:00:00,1268950977,Pengembangan
WIFI,Solusi Sinergi Digital Tbk.,2020-12-30T00:00:00,2050292287,Pengembangan
WIIM,Wismilak Inti Makmur Tbk.,2012-12-18T00:00:00,2099873760,UTAMA
WIKA,Wijaya Karya (Persero) Tbk.,2007-10-29T00:00:00,8969951372,Utama
WINS,Wintermar Offshore Marine Tbk.,2010-11-29T00:00:00,4346087057,Utama
WMPP,Widodo Makmur Perkasa Tbk.,2021-12-06T00:00:00,29419000000,Utama
WMUU,Widodo Makmur Unggas Tbk.,2021-02-02T00:00:00,12941176500,Utama
WOMF,Wahana Ottomitra Multiartha Tb,2004-12-13T00:00:00,3481481480,Utama
WOOD,Integra Indocabinet Tbk.,2017-06-21T00:00:00,6362500000,Utama
WOWS,Ginting Jaya Energi Tbk.,2019-11-08T00:00:00,2475720000,Pengembangan
WSBP,Waskita Beton Precast Tbk.,2016-09-20T00:00:00,26361157534,Utama
WSKT,Waskita Karya (Persero) Tbk.,2012-12-19T00:00:00,28806807016,Utama
WTON,Wijaya Karya Beton Tbk.,2014-04-08T00:00:00,8715466600,Utama
YELO,Yelooo Integra Datanet Tbk.,2018-10-29T00:00:00,1912774405,Pengembangan
YPAS,Yanaprima Hastapersada Tbk,2008-03-05T00:00:00,668000089,Pengembangan
YULE,Yulie Sekuritas Indonesia Tbk.,2004-12-10T00:00:00,1785000000,Pengembangan
ZBRA,Dosni Roha Indonesia Tbk.,1991-08-01T00:00:00,2510706263,Pengembangan
ZINC,Kapuas Prima Coal Tbk.,2017-10-16T00:00:00,25250000000,Pengembangan
ZONE,Mega Perintis Tbk.,2018-12-12T00:00:00,870171478,PENGEMBANGAN
ZYRX,Zyrexindo Mandiri Buana Tbk.,2021-03-30T00:00:00,1333333350,Pengembangan
